disAcodeNum	disAcode	disAname	disBcodeNum	disBcode	disBname	patTotal	patWdisA	patWdisB	patWdisAB	patWdisAnotB	patWdisBnotA	patWOdisAB	relativeRiskIndex	phiIndex	oddsRatioIndex	oddsRatio95CI_upper	oddsRatio95CI_lower	fisherTest	fisherTestAdjusted	expect	score	femaleWithDisA	femaleWithDisB	femaleWithDisAandB	maleWithDisA	maleWithDisB	maleWithDisAandB	sexRatioBA	sexRatioAB
132	69896004	Rheumatoid arthritis	55	126906006	Neoplasm of prostate	529	2	0	0	2	0	527	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	2	0	0	1	24	0	0.00000	0.00000
114	449868002	Smokes tobacco daily	2	43878008	Streptococcal sore throat (disorder)	529	2	246	1	1	245	282	1.07520	0.00432	1.15102	18.49944	0.07162	1.0000000000	1.0000000000	0.93006	0.05136	2	246	1	7	277	5	1.47692	0.22314
114	449868002	Smokes tobacco daily	3	65363002	Otitis media	529	2	277	1	1	276	251	0.95487	-0.00291	0.90942	14.61619	0.05658	1.0000000000	1.0000000000	1.04726	-0.03369	2	277	1	7	303	3	1.00265	-0.10536
119	275272006	Brain damage - traumatic	4	195662009	Acute viral pharyngitis (disorder)	529	0	430	0	0	430	99	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	430	0	4	460	4	-4.75359	-0.69315
127	431856006	Chronic kidney disease stage 2 (disorder)	9	44465007	Sprain of ankle	529	3	185	3	0	182	344	2.85946	0.10298	0.00000	0.00000	0.00000	0.0423194906	0.6020753459	1.04915	0.96497	3	185	3	2	177	2	-0.35641	0.00000
128	86849004	Suicidal deliberate poisoning	9	44465007	Sprain of ankle	529	0	185	0	0	185	344	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	185	0	1	177	0	0.00000	0.00000
118	48333001	Burn injury(morphologic abnormality)	3	65363002	Otitis media	529	0	277	0	0	277	252	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	277	0	1	303	1	-5.71703	-0.69315
123	195967001	Asthma	3	65363002	Otitis media	529	1	277	0	1	277	251	0.00000	-0.04563	0.00000	0.00000	0.00000	0.4763705104	1.0000000000	0.52363	-0.60751	1	277	0	1	303	1	-5.71703	-0.69315
126	698754002	Chronic paralysis due to lesion of spinal cord	3	65363002	Otitis media	529	2	277	0	2	277	250	0.00000	-0.06459	0.00000	0.00000	0.00000	0.2264564358	1.0000000000	1.04726	-1.03369	2	277	0	0	303	0	0.00000	0.00000
127	431856006	Chronic kidney disease stage 2 (disorder)	3	65363002	Otitis media	529	3	277	1	2	276	250	0.63658	-0.02877	0.45290	5.02519	0.04082	0.6073456285	1.0000000000	1.57089	-0.36227	3	277	1	2	303	2	0.60046	0.69315
131	93761005	Primary malignant neoplasm of colon	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	3	7	0	3	7	519	0.00000	-0.00875	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03970	-0.05616	3	7	0	2	3	0	0.00000	0.00000
130	314994000	Metastasis from malignant tumor of prostate (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	1	3	0	0.00000	0.00000
129	47505003	Posttraumatic stress disorder	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	1	7	0	1	7	521	0.00000	-0.00504	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.01323	-0.01897	1	7	0	3	3	0	0.00000	0.00000
128	86849004	Suicidal deliberate poisoning	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	1	3	0	0.00000	0.00000
127	431856006	Chronic kidney disease stage 2 (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	3	7	0	3	7	519	0.00000	-0.00875	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03970	-0.05616	3	7	0	2	3	0	0.00000	0.00000
126	698754002	Chronic paralysis due to lesion of spinal cord	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	2	7	0	2	7	520	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.02647	-0.03768	2	7	0	0	3	0	0.00000	0.00000
125	1734006	Fracture of the vertebral column with spinal cord injury	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	3	7	0	3	7	519	0.00000	-0.00875	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03970	-0.05616	3	7	0	2	3	0	0.00000	0.00000
124	1501000119109	Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	1	7	0	1	7	521	0.00000	-0.00504	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.01323	-0.01897	1	7	0	0	3	0	0.00000	0.00000
123	195967001	Asthma	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	1	7	0	1	7	521	0.00000	-0.00504	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.01323	-0.01897	1	7	0	1	3	0	0.00000	0.00000
121	254637007	Non-small cell lung cancer (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	8	3	0	0.00000	0.00000
120	162573006	Suspected lung cancer (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	8	3	0	0.00000	0.00000
119	275272006	Brain damage - traumatic	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	4	3	0	0.00000	0.00000
118	48333001	Burn injury(morphologic abnormality)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	1	3	0	0.00000	0.00000
117	230265002	Familial Alzheimer's disease of early onset (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	2	7	0	2	7	520	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.02647	-0.03768	2	7	0	4	3	0	0.00000	0.00000
115	36923009	Major depression  single episode	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	3	7	0	3	7	519	0.00000	-0.00875	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03970	-0.05616	3	7	0	3	3	0	0.00000	0.00000
114	449868002	Smokes tobacco daily	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	2	7	0	2	7	520	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.02647	-0.03768	2	7	0	7	3	0	0.00000	0.00000
112	49436004	Atrial Fibrillation	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	9	7	2	7	5	515	16.79365	0.24061	29.42857	178.29309	4.85740	0.0051776930	0.1545911183	0.11909	1.42263	9	7	2	26	3	1	0.11778	-1.59109
111	235919008	Cholelithiasis	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	7	7	0	7	7	515	0.00000	-0.01341	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.09263	-0.12780	7	7	0	2	3	0	0.00000	0.00000
110	65275009	Acute Cholecystitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	7	7	0	7	7	515	0.00000	-0.01341	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.09263	-0.12780	7	7	0	2	3	0	0.00000	0.00000
109	90560007	Gout	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	4	3	0	0.00000	0.00000
108	40930008	Hypothyroidism (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	11	7	1	10	6	512	6.87013	0.09906	8.53333	77.59860	0.93839	0.1375191811	1.0000000000	0.14556	0.80395	11	7	1	2	3	0	2.07944	2.48491
107	40275004	Contact dermatitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	9	7	0	9	7	513	0.00000	-0.01523	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.11909	-0.16233	9	7	0	9	3	0	0.00000	0.00000
106	24079001	Atopic dermatitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	13	7	0	13	7	509	0.00000	-0.01838	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.17202	-0.22900	13	7	0	7	3	0	0.00000	0.00000
105	363406005	Malignant tumor of colon	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	4	7	0	4	7	518	0.00000	-0.01011	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.05293	-0.07441	4	7	0	2	3	0	0.00000	0.00000
104	367498001	Seasonal allergic rhinitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	9	7	0	9	7	513	0.00000	-0.01523	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.11909	-0.16233	9	7	0	11	3	0	0.00000	0.00000
102	90781000119102	Microalbuminuria due to type 2 diabetes mellitus (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	3	7	0	3	7	519	0.00000	-0.00875	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03970	-0.05616	3	7	0	3	3	0	0.00000	0.00000
101	433144002	Chronic kidney disease stage 3 (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	1	7	0	1	7	521	0.00000	-0.00504	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.01323	-0.01897	1	7	0	2	3	0	0.00000	0.00000
100	161622006	History of lower limb amputation (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	1	3	0	0.00000	0.00000
99	30832001	Rupture of patellar tendon	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	14	7	1	13	6	509	5.39796	0.08397	6.52564	58.15710	0.73222	0.1720801419	1.0000000000	0.18526	0.75480	14	7	1	9	3	0	2.07944	2.70805
98	1551000119108	Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	7	7	1	6	6	516	10.79592	0.13136	14.33333	138.02105	1.48850	0.0895193947	0.8961573783	0.09263	0.87220	7	7	1	5	3	0	2.07944	2.07944
97	403192003	Third degree burn	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	3	7	0	3	7	519	0.00000	-0.00875	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03970	-0.05616	3	7	0	5	3	1	-1.38629	-1.79176
96	283371005	Laceration of forearm	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	39	7	2	37	5	485	3.87546	0.09394	5.24324	27.95206	0.98353	0.0878854649	0.8935133799	0.51607	0.98463	39	7	2	36	3	0	1.50408	3.02042
95	84757009	Epilepsy	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	13	7	0	13	7	509	0.00000	-0.01838	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.17202	-0.22900	13	7	0	17	3	0	0.00000	0.00000
94	703151001	History of single seizure (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	14	7	0	14	7	508	0.00000	-0.01909	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.18526	-0.24520	14	7	0	25	3	0	0.00000	0.00000
93	128613002	Seizure disorder	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	14	7	0	14	7	508	0.00000	-0.01909	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.18526	-0.24520	14	7	0	25	3	0	0.00000	0.00000
91	64859006	Osteoporosis (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	24	7	7	17	0	505	22.04167	0.53119	0.00000	0.00000	0.00000	0.0000000002	0.0000000237	0.31758	2.60211	24	7	7	13	3	3	0.00000	-0.18590
89	47693006	Rupture of appendix	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	10	7	0	10	7	512	0.00000	-0.01607	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.13233	-0.17929	10	7	0	10	3	0	0.00000	0.00000
86	713197008	Recurrent rectal polyp	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	12	7	0	12	7	510	0.00000	-0.01764	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.15879	-0.21262	12	7	0	10	3	1	-1.38629	-2.39790
85	241929008	Acute allergic reaction	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	25	7	0	25	7	497	0.00000	-0.02579	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.33081	-0.41231	25	7	0	22	3	0	0.00000	0.00000
83	110030002	Concussion injury of brain	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	1	7	0	1	7	521	0.00000	-0.00504	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.01323	-0.01897	1	7	0	6	3	0	0.00000	0.00000
82	94260004	Secondary malignant neoplasm of colon	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	2	7	0	2	7	520	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.02647	-0.03768	2	7	0	2	3	0	0.00000	0.00000
81	236077008	Protracted diarrhea	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	2	7	0	2	7	520	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.02647	-0.03768	2	7	0	2	3	0	0.00000	0.00000
80	6072007	Bleeding from anus	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	2	7	0	2	7	520	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.02647	-0.03768	2	7	0	2	3	0	0.00000	0.00000
79	45816000	Pyelonephritis	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	1	7	0	1	7	521	0.00000	-0.00504	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.01323	-0.01897	1	7	0	0	3	0	0.00000	0.00000
78	239872002	Osteoarthritis of hip	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	13	7	1	12	6	510	5.81319	0.08847	7.08333	63.48297	0.79035	0.1606942107	1.0000000000	0.17202	0.77100	13	7	1	8	3	0	2.07944	2.63906
76	127013003	Diabetic renal disease (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	10	7	2	8	5	514	15.11429	0.22688	25.70000	152.75215	4.32393	0.0064310020	0.1792105878	0.13233	1.40567	10	7	2	18	3	0	1.50408	1.79176
75	431855005	Chronic kidney disease stage 1 (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	10	7	2	8	5	514	15.11429	0.22688	25.70000	152.75215	4.32393	0.0064310020	0.1792105878	0.13233	1.40567	10	7	2	18	3	0	1.50408	1.79176
73	196416002	Impacted molars	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	25	7	0	25	7	497	0.00000	-0.02579	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.33081	-0.41231	25	7	0	24	3	0	0.00000	0.00000
72	35999006	Blighted ovum	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	53	7	2	51	5	471	2.85175	0.07155	3.69412	19.52755	0.69883	0.1492132589	1.0000000000	0.70132	0.81831	53	7	2	0	3	0	1.50408	3.31419
71	201834006	Localized  primary osteoarthritis of the hand	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	19	7	1	18	6	504	3.97744	0.06655	4.66667	40.81409	0.53358	0.2270456809	1.0000000000	0.25142	0.67644	19	7	1	9	3	0	2.07944	2.99573
70	87433001	Pulmonary emphysema (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	9	7	0	9	7	513	0.00000	-0.01523	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.11909	-0.16233	9	7	0	8	3	0	0.00000	0.00000
69	233604007	Pneumonia	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	3	7	0	3	7	519	0.00000	-0.00875	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03970	-0.05616	3	7	0	4	3	0	0.00000	0.00000
68	26929004	Alzheimer's disease (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	15	7	1	14	6	508	5.03810	0.07988	6.04762	53.63742	0.68187	0.1833334215	1.0000000000	0.19849	0.73878	15	7	1	8	3	0	2.07944	2.77259
67	403191005	Second degree burn	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	23	7	0	23	7	499	0.00000	-0.02469	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.30435	-0.38333	23	7	0	26	3	0	0.00000	0.00000
65	239873007	Osteoarthritis of knee	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	30	7	1	29	6	493	2.51905	0.04313	2.83333	24.32076	0.33008	0.3370682985	1.0000000000	0.39698	0.51769	30	7	1	27	3	0	2.07944	3.43399
64	444448004	Injury of medial collateral ligament of knee	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	17	7	1	16	6	506	4.44538	0.07270	5.27083	46.38175	0.59898	0.2054471774	1.0000000000	0.22495	0.70727	17	7	1	15	3	0	2.07944	2.89037
63	68496003	Polyp of colon	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	43	7	1	42	6	480	1.75748	0.02609	1.90476	16.19538	0.22402	0.4495401860	1.0000000000	0.56900	0.35016	43	7	1	48	3	2	1.16315	0.56531
62	185086009	Chronic obstructive bronchitis (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	4	7	0	4	7	518	0.00000	-0.01011	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.05293	-0.07441	4	7	0	2	3	0	0.00000	0.00000
59	262574004	Bullet wound	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	9	7	1	8	6	514	8.39683	0.11269	10.70833	99.50726	1.15236	0.1137978062	0.9919733296	0.11909	0.83767	9	7	1	11	3	0	2.07944	2.30259
58	239720000	Tear of meniscus of knee	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	10	7	0	10	7	512	0.00000	-0.01607	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.13233	-0.17929	10	7	0	10	3	0	0.00000	0.00000
57	192127007	Child attention deficit disorder	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	24	7	0	24	7	498	0.00000	-0.02524	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.31758	-0.39789	24	7	0	52	3	0	0.00000	0.00000
56	92691004	Carcinoma in situ of prostate (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	23	3	1	-1.38629	-3.17805
54	5602001	Opioid abuse (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	7	3	0	0.00000	0.00000
53	7200002	Alcoholism	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	0	7	0	0	7	522	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	7	0	5	3	0	0.00000	0.00000
52	124171000119105	Chronic intractable migraine without aura	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	21	7	0	21	7	501	0.00000	-0.02354	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.27788	-0.35376	21	7	0	30	3	0	0.00000	0.00000
50	446096008	Perennial allergic rhinitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	14	7	0	14	7	508	0.00000	-0.01909	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.18526	-0.24520	14	7	0	12	3	0	0.00000	0.00000
49	88805009	Chronic congestive heart failure (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	5	7	0	5	7	517	0.00000	-0.01131	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.06616	-0.09243	5	7	0	5	3	0	0.00000	0.00000
47	359817006	Closed fracture of hip	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	11	7	1	10	6	512	6.87013	0.09906	8.53333	77.59860	0.93839	0.1375191811	1.0000000000	0.14556	0.80395	11	7	1	18	3	0	2.07944	2.48491
46	62564004	Concussion with loss of consciousness	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	36	7	0	36	7	486	0.00000	-0.03129	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.47637	-0.56205	36	7	0	31	3	1	-1.38629	-3.46574
45	263102004	Fracture subluxation of wrist	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	51	7	2	49	5	473	2.96359	0.07427	3.86122	20.42953	0.72978	0.1398729266	1.0000000000	0.67486	0.84092	51	7	2	58	3	0	1.50408	3.27714
44	58150001	Fracture of clavicle	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	55	7	1	54	6	468	1.37403	0.01475	1.44444	12.22384	0.17068	0.5384266683	1.0000000000	0.72779	0.21107	55	7	1	57	3	1	0.69315	-0.03509
43	307731004	Injury of tendon of the rotator cuff of shoulder	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	26	7	0	26	7	496	0.00000	-0.02633	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.34405	-0.42658	26	7	0	25	3	0	0.00000	0.00000
42	16114001	Fracture of ankle	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	48	7	1	47	6	475	1.57440	0.02101	1.68440	14.28946	0.19855	0.4882116072	1.0000000000	0.63516	0.29057	48	7	1	60	3	1	0.69315	-0.21905
41	283385000	Laceration of thigh	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	50	7	1	49	6	473	1.51143	0.01913	1.60884	13.63797	0.18979	0.5030146343	1.0000000000	0.66163	0.26740	50	7	1	55	3	0	2.07944	3.93183
40	428251008	History of appendectomy	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	27	7	1	26	6	496	2.79894	0.04831	3.17949	27.38889	0.36910	0.3084856963	1.0000000000	0.35728	0.55928	27	7	1	24	3	0	2.07944	3.33220
39	74400008	Appendicitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	27	7	1	26	6	496	2.79894	0.04831	3.17949	27.38889	0.36910	0.3084856963	1.0000000000	0.35728	0.55928	27	7	1	24	3	0	2.07944	3.33220
38	398254007	Preeclampsia	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	101	7	0	101	7	421	0.00000	-0.05625	0.00000	0.00000	0.00000	0.3562525708	1.0000000000	1.33648	-1.22434	101	7	0	0	3	0	0.00000	0.00000
37	38822007	Cystitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	68	7	1	67	6	455	1.11134	0.00495	1.13184	9.54798	0.13417	1.0000000000	1.0000000000	0.89981	0.07414	68	7	1	3	3	0	2.07944	4.23411
35	19169002	Miscarriage in first trimester	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	174	7	5	169	2	353	2.17159	0.09498	5.22189	27.19145	1.00282	0.0417145242	0.5973410991	2.30246	0.86142	174	7	5	0	3	0	0.87547	3.57795
33	429007001	History of cardiac arrest (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	24	7	2	22	5	500	6.29762	0.13374	9.09091	49.49010	1.66992	0.0360623407	0.5549212130	0.31758	1.18707	24	7	2	18	3	1	0.11778	-0.37949
32	410429000	Cardiac Arrest	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	24	7	2	22	5	500	6.29762	0.13374	9.09091	49.49010	1.66992	0.0360623407	0.5549212130	0.31758	1.18707	24	7	2	18	3	1	0.11778	-0.37949
30	399211009	History of myocardial infarction (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	2	7	0	2	7	520	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.02647	-0.03768	2	7	0	29	3	0	0.00000	0.00000
29	22298006	Myocardial Infarction	113	443165006	Pathological fracture due to osteoporosis (disorder)	529	2	7	0	2	7	520	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.02647	-0.03768	2	7	0	29	3	0	0.00000	0.00000
