disAcodeNum	disAcode	disAname	disBcodeNum	disBcode	disBname	patTotal	patWdisA	patWdisB	patWdisAB	patWdisAnotB	patWdisBnotA	patWOdisAB	relativeRiskIndex	phiIndex	oddsRatioIndex	oddsRatio95CI_upper	oddsRatio95CI_lower	fisherTest	fisherTestAdjusted	expect	score	femaleWithDisA	femaleWithDisB	femaleWithDisAandB	maleWithDisA	maleWithDisB	maleWithDisAandB	sexRatioBA	sexRatioAB
71	633.1	Tubal pregnancy without intrauterine pregnancy	66	715.14	Osteoarthrosis, localized, primary, hand	529	23	19	1	22	18	488	1.21053	0.00866	1.23232	9.65415	0.15730	0.5766841782	1.0000000000	0.82609	0.13124	23	19	1	0	9	0	2.99573	3.17805
69	427.31	Atrial fibrillation	66	715.14	Osteoarthrosis, localized, primary, hand	529	9	19	0	9	19	501	0.00000	-0.02539	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.32325	-0.40409	9	19	0	26	9	0	0.00000	0.00000
67	153.8	Malignant neoplasm of other specified sites of large intestine	66	715.14	Osteoarthrosis, localized, primary, hand	529	9	19	1	8	18	502	3.09357	0.05316	3.48611	29.37524	0.41371	0.2823423739	1.0000000000	0.32325	0.59591	9	19	1	5	9	1	0.69315	0.51083
65	244.9	Unspecified acquired hypothyroidism	66	715.14	Osteoarthrosis, localized, primary, hand	529	11	19	2	9	17	501	5.06220	0.11426	6.54902	32.65267	1.31351	0.0554377957	1.0000000000	0.39509	1.10461	11	19	2	2	9	0	2.35138	1.87180
64	331	Alzheimer's disease	66	715.14	Osteoarthrosis, localized, primary, hand	529	15	19	2	13	17	497	3.71228	0.08943	4.49774	21.51606	0.94021	0.0971524781	1.0000000000	0.53875	0.96320	15	19	2	8	9	0	2.35138	2.14007
63	836.2	Other tear of cartilage or meniscus of knee, current	66	715.14	Osteoarthrosis, localized, primary, hand	529	10	19	1	9	18	501	2.78421	0.04780	3.09259	25.73432	0.37165	0.3085644795	1.0000000000	0.35917	0.55728	10	19	1	10	9	0	2.99573	2.39790
62	590.8	Pyelonephritis, unspecified	66	715.14	Osteoarthrosis, localized, primary, hand	529	1	19	0	1	19	509	0.00000	-0.00840	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03592	-0.05091	1	19	0	0	9	0	0.00000	0.00000
58	V12.59	Personal history of other diseases of circulatory system	66	715.14	Osteoarthrosis, localized, primary, hand	529	2	19	0	2	19	508	0.00000	-0.01189	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.07183	-0.10008	2	19	0	29	9	0	0.00000	0.00000
57	692.9	Contact dermatitis and other eczema, unspecified cause	66	715.14	Osteoarthrosis, localized, primary, hand	529	9	19	0	9	19	501	0.00000	-0.02539	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.32325	-0.40409	9	19	0	9	9	0	0.00000	0.00000
56	692.89	Contact dermatitis and other eczema due to other specified agents	66	715.14	Osteoarthrosis, localized, primary, hand	529	9	19	0	9	19	501	0.00000	-0.02539	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.32325	-0.40409	9	19	0	9	9	0	0.00000	0.00000
55	691.8	Other atopic dermatitis and related conditions	66	715.14	Osteoarthrosis, localized, primary, hand	529	13	19	0	13	19	497	0.00000	-0.03064	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.46692	-0.55279	13	19	0	7	9	0	0.00000	0.00000
54	296.2	Major depressive affective disorder, single episode, unspecified	66	715.14	Osteoarthrosis, localized, primary, hand	529	3	19	0	3	19	507	0.00000	-0.01458	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.10775	-0.14763	3	19	0	3	9	0	0.00000	0.00000
53	585.3	Chronic kidney disease, Stage III (moderate)	66	715.14	Osteoarthrosis, localized, primary, hand	529	1	19	0	1	19	509	0.00000	-0.00840	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03592	-0.05091	1	19	0	2	9	0	0.00000	0.00000
52	239.5	Neoplasm of unspecified nature of other genitourinary organs	66	715.14	Osteoarthrosis, localized, primary, hand	529	0	19	0	0	19	510	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	19	0	24	9	1	-2.30259	-3.21888
51	233.4	Carcinoma in situ of prostate	66	715.14	Osteoarthrosis, localized, primary, hand	529	0	19	0	0	19	510	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	19	0	23	9	1	-2.30259	-3.17805
50	585.2	Chronic kidney disease, Stage II (mild)	66	715.14	Osteoarthrosis, localized, primary, hand	529	3	19	0	3	19	507	0.00000	-0.01458	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.10775	-0.14763	3	19	0	2	9	0	0.00000	0.00000
49	585.1	Chronic kidney disease, Stage I	66	715.14	Osteoarthrosis, localized, primary, hand	529	10	19	1	9	18	501	2.78421	0.04780	3.09259	25.73432	0.37165	0.3085644795	1.0000000000	0.35917	0.55728	10	19	1	18	9	2	1.29098	0.09531
48	583.81	Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere	66	715.14	Osteoarthrosis, localized, primary, hand	529	10	19	1	9	18	501	2.78421	0.04780	3.09259	25.73432	0.37165	0.3085644795	1.0000000000	0.35917	0.55728	10	19	1	18	9	2	1.29098	0.09531
47	250.4	Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled	66	715.14	Osteoarthrosis, localized, primary, hand	529	10	19	1	9	18	501	2.78421	0.04780	3.09259	25.73432	0.37165	0.3085644795	1.0000000000	0.35917	0.55728	10	19	1	18	9	2	1.29098	0.09531
46	892	Open wound of foot except toe(s) alone, without mention of complication	66	715.14	Osteoarthrosis, localized, primary, hand	529	53	19	3	50	16	460	1.57597	0.03710	1.72500	6.12521	0.48580	0.4241910333	1.0000000000	1.90359	0.46216	53	19	3	65	9	2	0.28768	-0.58481
44	733.09	Other osteoporosis	66	715.14	Osteoarthrosis, localized, primary, hand	529	24	19	3	21	16	489	3.48026	0.10436	4.36607	16.15217	1.18019	0.0492743019	1.0000000000	0.86200	1.10314	24	19	3	13	9	0	1.99243	2.19722
43	733	Osteoporosis, unspecified	66	715.14	Osteoarthrosis, localized, primary, hand	529	24	19	3	21	16	489	3.48026	0.10436	4.36607	16.15217	1.18019	0.0492743019	1.0000000000	0.86200	1.10314	24	19	3	13	9	0	1.99243	2.19722
42	492.8	Other emphysema	66	715.14	Osteoarthrosis, localized, primary, hand	529	9	19	0	9	19	501	0.00000	-0.02539	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.32325	-0.40409	9	19	0	8	9	1	-2.30259	-2.19722
41	959.7	Knee, leg, ankle, and foot injury	66	715.14	Osteoarthrosis, localized, primary, hand	529	27	19	1	26	18	484	1.03119	0.00140	1.03419	8.04929	0.13287	1.0000000000	1.0000000000	0.96975	0.02198	27	19	1	24	9	1	0.69315	0.11333
40	595.9	Cystitis, unspecified	66	715.14	Osteoarthrosis, localized, primary, hand	529	68	19	2	66	17	444	0.81889	-0.01343	0.79144	3.50401	0.17876	1.0000000000	1.0000000000	2.44234	-0.19843	68	19	2	3	9	0	2.35138	3.55535
39	595.89	Other specified types of cystitis	66	715.14	Osteoarthrosis, localized, primary, hand	529	68	19	2	66	17	444	0.81889	-0.01343	0.79144	3.50401	0.17876	1.0000000000	1.0000000000	2.44234	-0.19843	68	19	2	3	9	0	2.35138	3.55535
37	642.44	Mild or unspecified pre-eclampsia, postpartum condition or complication	66	715.14	Osteoarthrosis, localized, primary, hand	529	101	19	7	94	12	416	1.92965	0.08717	2.58156	6.73314	0.98980	0.0676910624	1.0000000000	3.62760	0.78974	101	19	7	0	9	0	1.31219	2.73622
36	642.43	Mild or unspecified pre-eclampsia, antepartum condition or complication	66	715.14	Osteoarthrosis, localized, primary, hand	529	101	19	7	94	12	416	1.92965	0.08717	2.58156	6.73314	0.98980	0.0676910624	1.0000000000	3.62760	0.78974	101	19	7	0	9	0	1.31219	2.73622
35	642.42	Mild or unspecified pre-eclampsia, delivered, with mention of postpartum complication	66	715.14	Osteoarthrosis, localized, primary, hand	529	101	19	7	94	12	416	1.92965	0.08717	2.58156	6.73314	0.98980	0.0676910624	1.0000000000	3.62760	0.78974	101	19	7	0	9	0	1.31219	2.73622
34	642.41	Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition	66	715.14	Osteoarthrosis, localized, primary, hand	529	101	19	7	94	12	416	1.92965	0.08717	2.58156	6.73314	0.98980	0.0676910624	1.0000000000	3.62760	0.78974	101	19	7	0	9	0	1.31219	2.73622
33	642.4	Mild or unspecified pre-eclampsia, unspecified as to episode of care or not applicable	66	715.14	Osteoarthrosis, localized, primary, hand	529	101	19	7	94	12	416	1.92965	0.08717	2.58156	6.73314	0.98980	0.0676910624	1.0000000000	3.62760	0.78974	101	19	7	0	9	0	1.31219	2.73622
31	338.29	Other chronic pain	66	715.14	Osteoarthrosis, localized, primary, hand	529	24	19	1	23	18	487	1.16009	0.00674	1.17633	9.19853	0.15043	0.5925794364	1.0000000000	0.86200	0.10314	24	19	1	28	9	0	2.99573	3.21888
30	346.71	Chronic migraine without aura, with intractable migraine, so stated, without mention of status migrainosus	66	715.14	Osteoarthrosis, localized, primary, hand	529	21	19	1	20	18	490	1.32581	0.01279	1.36111	10.70828	0.17301	0.5431143778	1.0000000000	0.75425	0.18914	21	19	1	30	9	0	2.99573	3.09104
29	V45.79	Other acquired absence of organ	66	715.14	Osteoarthrosis, localized, primary, hand	529	27	19	2	25	17	485	2.06238	0.04756	2.28235	10.42816	0.49953	0.2521298286	1.0000000000	0.96975	0.60695	27	19	2	24	9	1	0.04879	-0.54473
28	542	Other appendicitis	66	715.14	Osteoarthrosis, localized, primary, hand	529	27	19	2	25	17	485	2.06238	0.04756	2.28235	10.42816	0.49953	0.2521298286	1.0000000000	0.96975	0.60695	27	19	2	24	9	1	0.04879	-0.54473
27	541	Appendicitis, unqualified	66	715.14	Osteoarthrosis, localized, primary, hand	529	27	19	2	25	17	485	2.06238	0.04756	2.28235	10.42816	0.49953	0.2521298286	1.0000000000	0.96975	0.60695	27	19	2	24	9	1	0.04879	-0.54473
26	272.4	Other and unspecified hyperlipidemia	66	715.14	Osteoarthrosis, localized, primary, hand	529	64	19	5	59	14	451	2.17516	0.08415	2.73002	7.85277	0.94910	0.0669493101	1.0000000000	2.29868	0.86308	64	19	5	55	9	1	-0.73397	-1.40068
25	434.91	Cerebral artery occlusion, unspecified with cerebral infarction	66	715.14	Osteoarthrosis, localized, primary, hand	529	32	19	3	29	16	481	2.61020	0.07886	3.10991	11.28422	0.85709	0.1005051630	1.0000000000	1.14934	0.89611	32	19	3	30	9	1	-0.31015	-0.97725
24	382.9	Unspecified otitis media	66	715.14	Osteoarthrosis, localized, primary, hand	529	277	19	6	271	13	239	0.60308	-0.08032	0.40704	1.08763	0.15233	0.0992763064	1.0000000000	9.94896	-0.64537	277	19	6	303	9	3	0.04082	-0.77129
23	631	Other abnormal product of conception	66	715.14	Osteoarthrosis, localized, primary, hand	529	53	19	7	46	12	464	3.67726	0.17243	5.88406	15.68016	2.20802	0.0013396026	0.2721199164	1.90359	1.46216	53	19	7	0	9	0	1.31219	2.14843
22	642.63	Eclampsia, antepartum condition or complication	66	715.14	Osteoarthrosis, localized, primary, hand	529	96	19	6	90	13	420	1.74013	0.06727	2.15385	5.81838	0.79731	0.1312030486	1.0000000000	3.44802	0.65419	96	19	6	0	9	0	1.42712	2.83321
21	642.6	Eclampsia, unspecified as to episode of care or not applicable	66	715.14	Osteoarthrosis, localized, primary, hand	529	96	19	6	90	13	420	1.74013	0.06727	2.15385	5.81838	0.79731	0.1312030486	1.0000000000	3.44802	0.65419	96	19	6	0	9	0	1.42712	2.83321
20	726.1	Disorders of bursae and tendons in shoulder region, unspecified	66	715.14	Osteoarthrosis, localized, primary, hand	529	26	19	1	25	18	485	1.07085	0.00311	1.07778	8.40061	0.13828	1.0000000000	1.0000000000	0.93384	0.04853	26	19	1	25	9	2	1.29098	0.69315
19	637.92	Unspecified abortion, without mention of complication, complete	66	715.14	Osteoarthrosis, localized, primary, hand	529	125	19	13	112	6	398	2.89558	0.20352	7.69940	20.71664	2.86151	0.0000305645	0.0106627939	4.48960	1.35065	125	19	13	0	9	0	0.90079	2.36230
18	634.92	Spontaneous abortion, without mention of complication, complete	66	715.14	Osteoarthrosis, localized, primary, hand	529	125	19	13	112	6	398	2.89558	0.20352	7.69940	20.71664	2.86151	0.0000305645	0.0106627939	4.48960	1.35065	125	19	13	0	9	0	0.90079	2.36230
17	995.3	Allergy, unspecified, not elsewhere classified	66	715.14	Osteoarthrosis, localized, primary, hand	529	25	19	0	25	19	485	0.00000	-0.04299	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.89792	-0.92442	25	19	0	22	9	0	0.00000	0.00000
16	345.9	Epilepsy, unspecified, without mention of intractable epilepsy	66	715.14	Osteoarthrosis, localized, primary, hand	529	13	19	1	12	18	498	2.14170	0.03498	2.30556	18.70547	0.28417	0.3818926350	1.0000000000	0.46692	0.44721	13	19	1	17	9	0	2.99573	2.63906
15	345.8	Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy	66	715.14	Osteoarthrosis, localized, primary, hand	529	13	19	1	12	18	498	2.14170	0.03498	2.30556	18.70547	0.28417	0.3818926350	1.0000000000	0.46692	0.44721	13	19	1	17	9	0	2.99573	2.63906
14	V85.30	Body Mass Index 30.0-30.9, adult	66	715.14	Osteoarthrosis, localized, primary, hand	529	226	19	14	212	5	298	1.72473	0.12081	3.93585	11.09306	1.39645	0.0079355433	1.0000000000	8.11720	0.71830	226	19	14	213	9	5	-0.17217	-0.93348
13	V22.2	Pregnant state, incidental	66	715.14	Osteoarthrosis, localized, primary, hand	529	384	19	19	365	0	145	1.37760	0.11861	0.00000	0.00000	0.00000	0.0029716096	0.5290439091	13.79206	0.43518	384	19	19	0	9	0	0.69315	3.05450
12	34	Streptococcal sore throat	66	715.14	Osteoarthrosis, localized, primary, hand	529	246	19	11	235	8	275	1.24497	0.04408	1.60904	4.06678	0.63663	0.3542124265	1.0000000000	8.83554	0.28696	246	19	11	277	9	4	-0.17535	-1.10088
11	473.9	Unspecified sinusitis (chronic)	66	715.14	Osteoarthrosis, localized, primary, hand	529	104	19	9	95	10	415	2.40941	0.13457	3.93158	9.94196	1.55476	0.0050651638	0.8336818059	3.73535	1.07846	104	19	9	112	9	3	-0.25131	-1.11616
10	473.8	Other chronic sinusitis	66	715.14	Osteoarthrosis, localized, primary, hand	529	104	19	9	95	10	415	2.40941	0.13457	3.93158	9.94196	1.55476	0.0050651638	0.8336818059	3.73535	1.07846	104	19	9	112	9	3	-0.25131	-1.11616
9	842.09	Other sprains and strains of wrist	66	715.14	Osteoarthrosis, localized, primary, hand	529	90	19	2	88	17	422	0.61871	-0.03332	0.56417	2.48596	0.12803	0.7544559245	1.0000000000	3.23251	-0.49655	90	19	2	105	9	1	0.04879	-0.83480
8	842	Sprain of wrist, unspecified site	66	715.14	Osteoarthrosis, localized, primary, hand	529	90	19	2	88	17	422	0.61871	-0.03332	0.56417	2.48596	0.12803	0.7544559245	1.0000000000	3.23251	-0.49655	90	19	2	105	9	1	0.04879	-0.83480
6	461.8	Other acute sinusitis	66	715.14	Osteoarthrosis, localized, primary, hand	529	89	19	5	84	14	426	1.56416	0.04897	1.81122	5.16336	0.63535	0.3424705741	1.0000000000	3.19660	0.51574	89	19	5	98	9	3	0.18232	-0.58265
5	845.09	Other sprains and strains of ankle	66	715.14	Osteoarthrosis, localized, primary, hand	529	185	19	7	178	12	332	1.05349	0.00757	1.08801	2.81263	0.42088	1.0000000000	1.0000000000	6.64461	0.06556	185	19	7	177	9	0	1.31219	3.31159
4	845	Sprain of ankle, unspecified site	66	715.14	Osteoarthrosis, localized, primary, hand	529	185	19	7	178	12	332	1.05349	0.00757	1.08801	2.81263	0.42088	1.0000000000	1.0000000000	6.64461	0.06556	185	19	7	177	9	0	1.31219	3.31159
3	277.7	Dysmetabolic syndrome X	66	715.14	Osteoarthrosis, localized, primary, hand	529	28	19	4	24	15	486	3.97744	0.13586	5.40000	17.51429	1.66493	0.0140734409	1.0000000000	1.00567	1.31784	28	19	4	36	9	3	0.36291	-0.48551
2	850	Concussion with no loss of consciousness	66	715.14	Osteoarthrosis, localized, primary, hand	529	96	19	4	92	15	418	1.16009	0.01455	1.21159	3.73493	0.39304	0.7613145589	1.0000000000	3.44802	0.16877	96	19	4	110	9	4	0.57054	-0.13103
76	575	Acute cholecystitis	1	466	Acute bronchitis	529	7	418	6	1	412	110	1.08476	0.01905	1.60194	13.44553	0.19086	1.0000000000	1.0000000000	5.53119	0.10001	7	418	6	2	445	1	-1.84234	-0.32542
86	199.1	Other malignant neoplasm without specification of site	61	V12.53	Personal history of sudden cardiac arrest	529	0	24	0	0	24	505	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	24	0	1	18	0	0.00000	0.00000
85	303.9	Other and unspecified alcohol dependence, unspecified	61	V12.53	Personal history of sudden cardiac arrest	529	0	24	0	0	24	505	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	24	0	5	18	0	0.00000	0.00000
84	854	Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness	61	V12.53	Personal history of sudden cardiac arrest	529	0	24	0	0	24	505	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	24	0	4	18	1	-2.94444	-1.60944
83	153.9	Malignant neoplasm of colon, unspecified site	61	V12.53	Personal history of sudden cardiac arrest	529	4	24	0	4	24	501	0.00000	-0.01903	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.18147	-0.24059	4	24	0	2	18	0	0.00000	0.00000
82	850.9	Concussion, unspecified	61	V12.53	Personal history of sudden cardiac arrest	529	1	24	0	1	24	504	0.00000	-0.00949	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.04537	-0.06401	1	24	0	6	18	1	-2.94444	-1.94591
81	800.09	Closed fracture of vault of skull without mention of intracranial injury, with concussion, unspecified	61	V12.53	Personal history of sudden cardiac arrest	529	1	24	0	1	24	504	0.00000	-0.00949	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.04537	-0.06401	1	24	0	6	18	1	-2.94444	-1.94591
80	491.2	Obstructive chronic bronchitis without exacerbation	61	V12.53	Personal history of sudden cardiac arrest	529	4	24	0	4	24	501	0.00000	-0.01903	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.18147	-0.24059	4	24	0	2	18	0	0.00000	0.00000
79	714	Rheumatoid arthritis	61	V12.53	Personal history of sudden cardiac arrest	529	2	24	1	1	23	504	11.02083	0.13458	21.91304	361.48456	1.32836	0.0887609555	1.0000000000	0.09074	0.87470	2	24	1	1	18	0	3.21888	1.09861
78	274.9	Gout, unspecified	61	V12.53	Personal history of sudden cardiac arrest	529	0	24	0	0	24	505	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	24	0	4	18	0	0.00000	0.00000
77	274.89	Gout with other specified manifestations	61	V12.53	Personal history of sudden cardiac arrest	529	0	24	0	0	24	505	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	24	0	4	18	0	0.00000	0.00000
76	575	Acute cholecystitis	61	V12.53	Personal history of sudden cardiac arrest	529	7	24	0	7	24	498	0.00000	-0.02524	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.31758	-0.39789	7	24	0	2	18	0	0.00000	0.00000
75	574.2	Calculus of gallbladder without mention of cholecystitis, without mention of obstruction	61	V12.53	Personal history of sudden cardiac arrest	529	7	24	0	7	24	498	0.00000	-0.02524	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.31758	-0.39789	7	24	0	2	18	0	0.00000	0.00000
74	486	Pneumonia, organism unspecified	61	V12.53	Personal history of sudden cardiac arrest	529	3	24	0	3	24	502	0.00000	-0.01646	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.13611	-0.18410	3	24	0	4	18	1	-2.94444	-1.60944
73	484.8	Pneumonia in other infectious diseases classified elsewhere	61	V12.53	Personal history of sudden cardiac arrest	529	3	24	0	3	24	502	0.00000	-0.01646	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.13611	-0.18410	3	24	0	4	18	1	-2.94444	-1.60944
72	309.81	Posttraumatic stress disorder	61	V12.53	Personal history of sudden cardiac arrest	529	1	24	0	1	24	504	0.00000	-0.00949	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.04537	-0.06401	1	24	0	3	18	0	0.00000	0.00000
71	633.1	Tubal pregnancy without intrauterine pregnancy	61	V12.53	Personal history of sudden cardiac arrest	529	23	24	3	20	21	485	2.87500	0.08715	3.46429	12.58165	0.95387	0.0798777228	1.0000000000	1.04348	0.96897	23	24	3	0	18	0	2.19722	2.15948
70	162.9	Malignant neoplasm of bronchus and lung, unspecified	61	V12.53	Personal history of sudden cardiac arrest	529	0	24	0	0	24	505	0.00000	0.00000	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00000	0.00000	0	24	0	8	18	1	-2.94444	-2.19722
69	427.31	Atrial fibrillation	61	V12.53	Personal history of sudden cardiac arrest	529	9	24	0	9	24	496	0.00000	-0.02868	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.40832	-0.49397	9	24	0	26	18	0	0.00000	0.00000
68	949.3	Full-thickness skin loss [third degree nos]	61	V12.53	Personal history of sudden cardiac arrest	529	3	24	0	3	24	502	0.00000	-0.01646	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.13611	-0.18410	3	24	0	5	18	0	0.00000	0.00000
67	153.8	Malignant neoplasm of other specified sites of large intestine	61	V12.53	Personal history of sudden cardiac arrest	529	9	24	1	8	23	497	2.44907	0.04156	2.70109	22.51375	0.32406	0.3437018734	1.0000000000	0.40832	0.50603	9	24	1	5	18	0	3.21888	2.30259
66	715.14	Osteoarthrosis, localized, primary, hand	61	V12.53	Personal history of sudden cardiac arrest	529	19	24	1	18	23	487	1.16009	0.00674	1.17633	9.19853	0.15043	0.5925794364	1.0000000000	0.86200	0.10314	19	24	1	9	18	0	3.21888	2.99573
65	244.9	Unspecified acquired hypothyroidism	61	V12.53	Personal history of sudden cardiac arrest	529	11	24	1	10	23	495	2.00379	0.03189	2.15217	17.53485	0.26415	0.4029408772	1.0000000000	0.49905	0.41595	11	24	1	2	18	0	3.21888	2.48491
64	331	Alzheimer's disease	61	V12.53	Personal history of sudden cardiac arrest	529	15	24	1	14	23	491	1.46944	0.01748	1.52484	12.10107	0.19214	0.5064165740	1.0000000000	0.68053	0.25108	15	24	1	8	18	1	0.27444	0.57536
