disAcodeNum	disAcode	disAname	disBcodeNum	disBcode	disBname	patTotal	patWdisA	patWdisB	patWdisAB	patWdisAnotB	patWdisBnotA	patWOdisAB	relativeRiskIndex	phiIndex	oddsRatioIndex	oddsRatio95CI_upper	oddsRatio95CI_lower	fisherTest	fisherTestAdjusted	expect	score	femaleWithDisA	femaleWithDisB	femaleWithDisAandB	maleWithDisA	maleWithDisB	maleWithDisAandB	sexRatioBA	sexRatioAB
120	162573006	Suspected lung cancer (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	8	10	0	8	10	1077	0.00000	-0.00824	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.07306	-0.10173	0	7	0	8	3	0	0.00000	0.00000
119	275272006	Brain damage - traumatic	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	4	10	0	4	10	1081	0.00000	-0.00581	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03653	-0.05176	0	7	0	4	3	0	0.00000	0.00000
118	48333001	Burn injury(morphologic abnormality)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	1	10	0	1	10	1084	0.00000	-0.00290	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00913	-0.01312	0	7	0	1	3	0	0.00000	0.00000
117	230265002	Familial Alzheimer's disease of early onset (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	6	10	0	6	10	1079	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.05479	-0.07696	2	7	0	4	3	0	0.00000	0.00000
115	36923009	Major depression  single episode	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	6	10	0	6	10	1079	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.05479	-0.07696	3	7	0	3	3	0	0.00000	0.00000
114	449868002	Smokes tobacco daily	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	9	10	0	9	10	1076	0.00000	-0.00874	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.08219	-0.11396	2	7	0	7	3	0	0.00000	0.00000
112	49436004	Atrial Fibrillation	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	35	10	3	32	7	1053	9.38571	0.14629	14.10268	57.04554	3.48643	0.0030817172	0.0614802583	0.31963	1.59986	9	7	2	26	3	1	0.11778	-1.59109
111	235919008	Cholelithiasis	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	9	10	0	9	10	1076	0.00000	-0.00874	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.08219	-0.11396	7	7	0	2	3	0	0.00000	0.00000
110	65275009	Acute Cholecystitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	9	10	0	9	10	1076	0.00000	-0.00874	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.08219	-0.11396	7	7	0	2	3	0	0.00000	0.00000
109	90560007	Gout	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	4	10	0	4	10	1081	0.00000	-0.00581	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03653	-0.05176	0	7	0	4	3	0	0.00000	0.00000
108	40930008	Hypothyroidism (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	13	10	1	12	9	1073	8.42308	0.07811	9.93519	84.68833	1.16554	0.1130161273	0.6626957686	0.11872	0.83815	11	7	1	2	3	0	2.07944	2.48491
107	40275004	Contact dermatitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	18	10	0	18	10	1067	0.00000	-0.01241	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.16438	-0.21957	9	7	0	9	3	0	0.00000	0.00000
106	24079001	Atopic dermatitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	20	10	0	20	10	1065	0.00000	-0.01309	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.18265	-0.24202	13	7	0	7	3	0	0.00000	0.00000
105	363406005	Malignant tumor of colon	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	6	10	0	6	10	1079	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.05479	-0.07696	4	7	0	2	3	0	0.00000	0.00000
104	367498001	Seasonal allergic rhinitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	20	10	0	20	10	1065	0.00000	-0.01309	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.18265	-0.24202	9	7	0	11	3	0	0.00000	0.00000
102	90781000119102	Microalbuminuria due to type 2 diabetes mellitus (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	6	10	0	6	10	1079	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.05479	-0.07696	3	7	0	3	3	0	0.00000	0.00000
101	433144002	Chronic kidney disease stage 3 (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	3	10	0	3	10	1082	0.00000	-0.00503	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.02740	-0.03899	1	7	0	2	3	0	0.00000	0.00000
100	161622006	History of lower limb amputation (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	1	10	0	1	10	1084	0.00000	-0.00290	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00913	-0.01312	0	7	0	1	3	0	0.00000	0.00000
99	30832001	Rupture of patellar tendon	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	23	10	1	22	9	1063	4.76087	0.05289	5.36869	44.22373	0.65175	0.1919811700	0.8268943621	0.21005	0.72494	14	7	1	9	3	0	2.07944	2.70805
98	1551000119108	Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	12	10	1	11	9	1074	9.12500	0.08211	10.84848	93.10237	1.26409	0.1047497352	0.6367681272	0.10959	0.84997	7	7	1	5	3	0	2.07944	2.07944
97	403192003	Third degree burn	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	8	10	1	7	9	1078	13.68750	0.10449	17.11111	153.74943	1.90433	0.0709862805	0.5245934178	0.07306	0.89827	3	7	0	5	3	1	-1.38629	-1.79176
96	283371005	Laceration of forearm	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	75	10	2	73	8	1012	2.92000	0.04998	3.46575	16.61855	0.72277	0.1458218238	0.7463696614	0.68493	0.83227	39	7	2	36	3	0	1.50408	3.02042
95	84757009	Epilepsy	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	30	10	0	30	10	1055	0.00000	-0.01611	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.27397	-0.34933	13	7	0	17	3	0	0.00000	0.00000
94	703151001	History of single seizure (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	39	10	0	39	10	1046	0.00000	-0.01845	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.35616	-0.43953	14	7	0	25	3	0	0.00000	0.00000
93	128613002	Seizure disorder	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	39	10	0	39	10	1046	0.00000	-0.01845	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.35616	-0.43953	14	7	0	25	3	0	0.00000	0.00000
91	64859006	Osteoporosis (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	37	10	10	27	0	1058	29.59459	0.51337	0.00000	0.00000	0.00000	0.0000000000	0.0000000000	0.33790	3.03946	24	7	7	13	3	3	0.00000	-0.18590
89	47693006	Rupture of appendix	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	20	10	0	20	10	1065	0.00000	-0.01309	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.18265	-0.24202	10	7	0	10	3	0	0.00000	0.00000
86	713197008	Recurrent rectal polyp	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	22	10	1	21	9	1064	4.97727	0.05467	5.62963	46.46465	0.68208	0.1843798639	0.8181443419	0.20091	0.73587	12	7	0	10	3	1	-1.38629	-2.39790
85	241929008	Acute allergic reaction	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	47	10	0	47	10	1038	0.00000	-0.02033	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.42922	-0.51523	25	7	0	22	3	0	0.00000	0.00000
83	110030002	Concussion injury of brain	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	7	10	0	7	10	1078	0.00000	-0.00770	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.06393	-0.08940	1	7	0	6	3	0	0.00000	0.00000
82	94260004	Secondary malignant neoplasm of colon	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	4	10	0	4	10	1081	0.00000	-0.00581	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03653	-0.05176	2	7	0	2	3	0	0.00000	0.00000
81	236077008	Protracted diarrhea	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	4	10	0	4	10	1081	0.00000	-0.00581	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03653	-0.05176	2	7	0	2	3	0	0.00000	0.00000
80	6072007	Bleeding from anus	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	4	10	0	4	10	1081	0.00000	-0.00581	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.03653	-0.05176	2	7	0	2	3	0	0.00000	0.00000
79	45816000	Pyelonephritis	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	1	10	0	1	10	1084	0.00000	-0.00290	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.00913	-0.01312	1	7	0	0	3	0	0.00000	0.00000
78	239872002	Osteoarthritis of hip	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	21	10	1	20	9	1065	5.21429	0.05657	5.91667	48.93956	0.71531	0.1767142612	0.8029498763	0.19178	0.74688	13	7	1	8	3	0	2.07944	2.63906
76	127013003	Diabetic renal disease (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	28	10	2	26	8	1059	7.82143	0.10609	10.18269	50.31380	2.06081	0.0250051329	0.2905941929	0.25571	1.25646	10	7	2	18	3	0	1.50408	1.79176
75	431855005	Chronic kidney disease stage 1 (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	28	10	2	26	8	1059	7.82143	0.10609	10.18269	50.31380	2.06081	0.0250051329	0.2905941929	0.25571	1.25646	10	7	2	18	3	0	1.50408	1.79176
73	196416002	Impacted molars	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	49	10	0	49	10	1036	0.00000	-0.02078	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.44749	-0.53355	25	7	0	24	3	0	0.00000	0.00000
72	35999006	Blighted ovum	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	53	10	2	51	8	1034	4.13208	0.06781	5.06863	24.48003	1.04947	0.0806488308	0.5622997909	0.48402	1.01545	53	7	2	0	3	0	1.50408	3.31419
71	201834006	Localized  primary osteoarthritis of the hand	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	28	10	1	27	9	1058	3.91071	0.04527	4.35391	35.59037	0.53263	0.2290399332	0.8880487574	0.25571	0.67150	19	7	1	9	3	0	2.07944	2.99573
70	87433001	Pulmonary emphysema (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	17	10	0	17	10	1068	0.00000	-0.01206	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.15525	-0.20821	9	7	0	8	3	0	0.00000	0.00000
69	233604007	Pneumonia	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	7	10	0	7	10	1078	0.00000	-0.00770	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.06393	-0.08940	3	7	0	4	3	0	0.00000	0.00000
68	26929004	Alzheimer's disease (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	23	10	1	22	9	1063	4.76087	0.05289	5.36869	44.22373	0.65175	0.1919811700	0.8268943621	0.21005	0.72494	15	7	1	8	3	0	2.07944	2.77259
67	403191005	Second degree burn	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	49	10	0	49	10	1036	0.00000	-0.02078	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.44749	-0.53355	23	7	0	26	3	0	0.00000	0.00000
65	239873007	Osteoarthritis of knee	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	57	10	1	56	9	1029	1.92105	0.02072	2.04167	16.39840	0.25420	0.4154167022	1.0000000000	0.52055	0.39541	30	7	1	27	3	0	2.07944	3.43399
64	444448004	Injury of medial collateral ligament of knee	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	32	10	1	31	9	1054	3.42187	0.04034	3.77778	30.74621	0.46417	0.2575777144	0.9227055586	0.29224	0.63013	17	7	1	15	3	0	2.07944	2.89037
63	68496003	Polyp of colon	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	91	10	3	88	7	997	3.60989	0.07543	4.85552	19.10731	1.23388	0.0433953502	0.3987203055	0.83105	1.12733	43	7	1	48	3	2	1.16315	0.56531
62	185086009	Chronic obstructive bronchitis (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	6	10	0	6	10	1079	0.00000	-0.00713	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.05479	-0.07696	4	7	0	2	3	0	0.00000	0.00000
59	262574004	Bullet wound	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	20	10	1	19	9	1066	5.47500	0.05860	6.23392	51.68709	0.75187	0.1689838786	0.7953568293	0.18265	0.75798	9	7	1	11	3	0	2.07944	2.30259
58	239720000	Tear of meniscus of knee	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	20	10	0	20	10	1065	0.00000	-0.01309	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.18265	-0.24202	10	7	0	10	3	0	0.00000	0.00000
57	192127007	Child attention deficit disorder	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	76	10	0	76	10	1009	0.00000	-0.02622	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.69406	-0.76049	24	7	0	52	3	0	0.00000	0.00000
56	92691004	Carcinoma in situ of prostate (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	23	10	1	22	9	1063	4.76087	0.05289	5.36869	44.22373	0.65175	0.1919811700	0.8268943621	0.21005	0.72494	0	7	0	23	3	1	-1.38629	-3.17805
54	5602001	Opioid abuse (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	7	10	0	7	10	1078	0.00000	-0.00770	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.06393	-0.08940	0	7	0	7	3	0	0.00000	0.00000
53	7200002	Alcoholism	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	5	10	0	5	10	1080	0.00000	-0.00650	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.04566	-0.06442	0	7	0	5	3	0	0.00000	0.00000
52	124171000119105	Chronic intractable migraine without aura	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	51	10	0	51	10	1034	0.00000	-0.02122	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.46575	-0.55164	21	7	0	30	3	0	0.00000	0.00000
50	446096008	Perennial allergic rhinitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	26	10	0	26	10	1059	0.00000	-0.01497	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.23744	-0.30736	14	7	0	12	3	0	0.00000	0.00000
49	88805009	Chronic congestive heart failure (disorder)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	10	10	0	10	10	1075	0.00000	-0.00922	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.09132	-0.12608	5	7	0	5	3	0	0.00000	0.00000
47	359817006	Closed fracture of hip	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	29	10	1	28	9	1057	3.77586	0.04395	4.19444	34.24543	0.51374	0.2362654258	0.9019682653	0.26484	0.66104	11	7	1	18	3	0	2.07944	2.48491
46	62564004	Concussion with loss of consciousness	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	67	10	1	66	9	1019	1.63433	0.01555	1.71549	13.74436	0.21412	0.4695801921	1.0000000000	0.61187	0.31126	36	7	0	31	3	1	-1.38629	-3.46574
45	263102004	Fracture subluxation of wrist	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	109	10	2	107	8	978	2.00917	0.03221	2.28505	10.89905	0.47907	0.2619450092	0.9281913645	0.99543	0.58826	51	7	2	58	3	0	1.50408	3.27714
44	58150001	Fracture of clavicle	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	112	10	2	110	8	975	1.95536	0.03096	2.21591	10.56601	0.46472	0.2726127651	0.9473455472	1.02283	0.56859	55	7	1	57	3	1	0.69315	-0.03509
43	307731004	Injury of tendon of the rotator cuff of shoulder	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	51	10	0	51	10	1034	0.00000	-0.02122	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.46575	-0.55164	26	7	0	25	3	0	0.00000	0.00000
42	16114001	Fracture of ankle	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	108	10	2	106	8	979	2.02778	0.03264	2.30896	11.01430	0.48404	0.2583962572	0.9231592779	0.98630	0.59488	48	7	1	60	3	1	0.69315	-0.21905
41	283385000	Laceration of thigh	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	105	10	1	104	9	981	1.04286	0.00134	1.04808	8.35455	0.13148	1.0000000000	1.0000000000	0.95890	0.02995	50	7	1	55	3	0	2.07944	3.93183
40	428251008	History of appendectomy	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	51	10	1	50	9	1035	2.14706	0.02434	2.30000	18.50972	0.28580	0.3805778618	1.0000000000	0.46575	0.44836	27	7	1	24	3	0	2.07944	3.33220
39	74400008	Appendicitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	51	10	1	50	9	1035	2.14706	0.02434	2.30000	18.50972	0.28580	0.3805778618	1.0000000000	0.46575	0.44836	27	7	1	24	3	0	2.07944	3.33220
38	398254007	Preeclampsia	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	101	10	0	101	10	984	0.00000	-0.03060	0.00000	0.00000	0.00000	0.6120433530	1.0000000000	0.92237	-0.94289	101	7	0	0	3	0	0.00000	0.00000
37	38822007	Cystitis	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	71	10	1	70	9	1015	1.54225	0.01371	1.61111	12.89783	0.20125	0.4899492029	1.0000000000	0.64840	0.27893	68	7	1	3	3	0	2.07944	4.23411
35	19169002	Miscarriage in first trimester	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	174	10	5	169	5	916	3.14655	0.08957	5.42012	18.92573	1.55226	0.0122399078	0.1758584161	1.58904	1.21254	174	7	5	0	3	0	0.87547	3.57795
33	429007001	History of cardiac arrest (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	42	10	3	39	7	1046	7.82143	0.13079	11.49451	46.13780	2.86367	0.0052235691	0.0931740363	0.38356	1.53161	24	7	2	18	3	1	0.11778	-0.37949
32	410429000	Cardiac Arrest	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	42	10	3	39	7	1046	7.82143	0.13079	11.49451	46.13780	2.86367	0.0052235691	0.0931740363	0.38356	1.53161	24	7	2	18	3	1	0.11778	-0.37949
30	399211009	History of myocardial infarction (situation)	113	443165006	Pathological fracture due to osteoporosis (disorder)	1095	31	10	0	31	10	1054	0.00000	-0.01639	0.00000	0.00000	0.00000	1.0000000000	1.0000000000	0.28311	-0.35964	2	7	0	29	3	0	0.00000	0.00000
